BatchID,ProductID,BatchCode,ProductieDatum,Vervaldatum
216,4798,BCH20250412216,2025-04-11,2025-04-12
217,1785,BCH20250412217,2025-04-11,2025-04-12
218,3468,BCH20250412218,2025-04-11,2025-04-12
219,3438,BCH20250412219,2025-04-11,2025-04-12
220,3154,BCH20250412220,2025-04-11,2025-04-12
221,1110,BCH20250412221,2025-04-11,2025-04-12
222,3582,BCH20250412222,2025-04-11,2025-04-12
223,2693,BCH20250412223,2025-04-11,2025-04-12
224,4699,BCH20250412224,2025-04-11,2025-04-12
225,4571,BCH20250412225,2025-04-11,2025-04-12
226,4171,BCH20250412226,2025-04-11,2025-04-12
227,1682,BCH20250412227,2025-04-11,2025-04-12
228,3817,BCH20250412228,2025-04-11,2025-04-12
229,1610,BCH20250412229,2025-04-11,2025-04-12
230,4307,BCH20250412230,2025-04-11,2025-04-12
231,4810,BCH20250412231,2025-04-11,2025-04-12
232,2998,BCH20250412232,2025-04-11,2025-04-12
233,3817,BCH20250412233,2025-04-11,2025-04-12
234,2439,BCH20250412234,2025-04-11,2025-04-12
235,1533,BCH20250412235,2025-04-11,2025-04-12
236,1029,BCH20250412236,2025-04-11,2025-04-12
237,3600,BCH20250412237,2025-04-11,2025-04-12
238,4521,BCH20250412238,2025-04-11,2025-04-12
239,2135,BCH20250412239,2025-04-11,2025-04-12
240,405,BCH20250412240,2025-04-11,2025-04-12
241,4844,BCH20250412241,2025-04-11,2025-04-12
242,4931,BCH20250412242,2025-04-11,2025-04-12
243,4057,BCH20250412243,2025-04-11,2025-04-12
244,1606,BCH20250412244,2025-04-11,2025-04-12
245,3935,BCH20250412245,2025-04-11,2025-04-12
246,504,BCH20250412246,2025-04-11,2025-04-12
247,888,BCH20250412247,2025-04-11,2025-04-12
248,1309,BCH20250412248,2025-04-11,2025-04-12
249,4805,BCH20250412249,2025-04-11,2025-04-12
250,2983,BCH20250412250,2025-04-11,2025-04-12
251,2150,BCH20250412251,2025-04-11,2025-04-12
252,1718,BCH20250412252,2025-04-11,2025-04-12
253,670,BCH20250412253,2025-04-11,2025-04-12
254,2423,BCH20250412254,2025-04-11,2025-04-12
255,323,BCH20250412255,2025-04-11,2025-04-12
256,212,BCH20250412256,2025-04-11,2025-04-12
257,1364,BCH20250412257,2025-04-11,2025-04-12
258,2646,BCH20250412258,2025-04-11,2025-04-12
259,3274,BCH20250412259,2025-04-11,2025-04-12
260,2447,BCH20250412260,2025-04-11,2025-04-12
261,1510,BCH20250412261,2025-04-11,2025-04-12
262,1140,BCH20250412262,2025-04-11,2025-04-12
263,4537,BCH20250412263,2025-04-11,2025-04-12
264,4182,BCH20250412264,2025-04-11,2025-04-12
265,1653,BCH20250412265,2025-04-11,2025-04-12
266,3969,BCH20250412266,2025-04-11,2025-04-12
267,4706,BCH20250412267,2025-04-11,2025-04-12
268,3790,BCH20250412268,2025-04-11,2025-04-12
269,1752,BCH20250412269,2025-04-11,2025-04-12
270,3076,BCH20250412270,2025-04-11,2025-04-12
271,398,BCH20250412271,2025-04-11,2025-04-12
272,1976,BCH20250412272,2025-04-11,2025-04-12
273,4663,BCH20250412273,2025-04-11,2025-04-12
274,3648,BCH20250412274,2025-04-11,2025-04-12
275,2585,BCH20250412275,2025-04-11,2025-04-12
276,3336,BCH20250412276,2025-04-11,2025-04-12
277,644,BCH20250412277,2025-04-11,2025-04-12
278,4591,BCH20250412278,2025-04-11,2025-04-12
279,4026,BCH20250412279,2025-04-11,2025-04-12
280,3850,BCH20250412280,2025-04-11,2025-04-12
281,2929,BCH20250412281,2025-04-11,2025-04-12
282,3414,BCH20250412282,2025-04-11,2025-04-12
283,2363,BCH20250412283,2025-04-11,2025-04-12
284,4798,BCH20250412284,2025-04-11,2025-04-12
285,592,BCH20250412285,2025-04-11,2025-04-12
286,4932,BCH20250412286,2025-04-11,2025-04-12
287,3089,BCH20250412287,2025-04-11,2025-04-12
288,3875,BCH20250412288,2025-04-11,2025-04-12
289,3248,BCH20250412289,2025-04-11,2025-04-12
290,1511,BCH20250412290,2025-04-11,2025-04-12
291,4987,BCH20250412291,2025-04-11,2025-04-12
292,1868,BCH20250412292,2025-04-11,2025-04-12
293,1304,BCH20250412293,2025-04-11,2025-04-12
294,3225,BCH20250412294,2025-04-11,2025-04-12
295,2540,BCH20250412295,2025-04-11,2025-04-12
296,2351,BCH20250412296,2025-04-11,2025-04-12
297,4414,BCH20250412297,2025-04-11,2025-04-12
298,3537,BCH20250412298,2025-04-11,2025-04-12
299,3157,BCH20250412299,2025-04-11,2025-04-12
300,1976,BCH20250412300,2025-04-11,2025-04-12
301,919,BCH20250412301,2025-04-11,2025-04-12
302,230,BCH20250412302,2025-04-11,2025-04-12
303,4257,BCH20250412303,2025-04-11,2025-04-12
304,2109,BCH20250412304,2025-04-11,2025-04-12
305,150,BCH20250412305,2025-04-11,2025-04-12
306,3469,BCH20250412306,2025-04-11,2025-04-12
307,4527,BCH20250412307,2025-04-11,2025-04-12
308,494,BCH20250412308,2025-04-11,2025-04-12
309,4163,BCH20250412309,2025-04-11,2025-04-12
310,4093,BCH20250412310,2025-04-11,2025-04-12
311,4997,BCH20250412311,2025-04-11,2025-04-12
312,105,BCH20250412312,2025-04-11,2025-04-12
313,2044,BCH20250412313,2025-04-11,2025-04-12
314,4680,BCH20250412314,2025-04-11,2025-04-12
315,1031,BCH20250412315,2025-04-11,2025-04-12
316,4383,BCH20250412316,2025-04-11,2025-04-12
317,3151,BCH20250412317,2025-04-11,2025-04-12
318,4663,BCH20250412318,2025-04-11,2025-04-12
319,2809,BCH20250412319,2025-04-11,2025-04-12
320,2014,BCH20250412320,2025-04-11,2025-04-12
321,4124,BCH20250412321,2025-04-11,2025-04-12
322,2409,BCH20250412322,2025-04-11,2025-04-12
323,2538,BCH20250412323,2025-04-11,2025-04-12
324,3409,BCH20250412324,2025-04-11,2025-04-12
325,2886,BCH20250412325,2025-04-11,2025-04-12
326,333,BCH20250412326,2025-04-11,2025-04-12
327,1227,BCH20250412327,2025-04-11,2025-04-12
328,2244,BCH20250412328,2025-04-11,2025-04-12
329,1501,BCH20250412329,2025-04-11,2025-04-12
330,3610,BCH20250412330,2025-04-11,2025-04-12
331,3597,BCH20250412331,2025-04-11,2025-04-12
332,983,BCH20250412332,2025-04-11,2025-04-12
333,171,BCH20250412333,2025-04-11,2025-04-12
334,3999,BCH20250412334,2025-04-11,2025-04-12
335,1368,BCH20250412335,2025-04-11,2025-04-12
336,4455,BCH20250412336,2025-04-11,2025-04-12
337,4997,BCH20250412337,2025-04-11,2025-04-12
338,4330,BCH20250412338,2025-04-11,2025-04-12
339,626,BCH20250412339,2025-04-11,2025-04-12
340,4575,BCH20250412340,2025-04-11,2025-04-12
341,4834,BCH20250412341,2025-04-11,2025-04-12
342,2845,BCH20250412342,2025-04-11,2025-04-12
343,868,BCH20250412343,2025-04-11,2025-04-12
344,3590,BCH20250412344,2025-04-11,2025-04-12
345,1128,BCH20250412345,2025-04-11,2025-04-12
346,2486,BCH20250412346,2025-04-11,2025-04-12
347,4404,BCH20250412347,2025-04-11,2025-04-12
348,541,BCH20250412348,2025-04-11,2025-04-12
349,341,BCH20250412349,2025-04-11,2025-04-12
350,3638,BCH20250412350,2025-04-11,2025-04-12
351,4244,BCH20250412351,2025-04-11,2025-04-12
352,4014,BCH20250412352,2025-04-11,2025-04-12
353,1409,BCH20250412353,2025-04-11,2025-04-12
354,375,BCH20250412354,2025-04-11,2025-04-12
355,889,BCH20250412355,2025-04-11,2025-04-12
356,2914,BCH20250412356,2025-04-11,2025-04-12
357,4751,BCH20250412357,2025-04-11,2025-04-12
358,3774,BCH20250412358,2025-04-11,2025-04-12
359,1197,BCH20250412359,2025-04-11,2025-04-12
360,529,BCH20250412360,2025-04-11,2025-04-12
361,4271,BCH20250412361,2025-04-11,2025-04-12
362,3498,BCH20250412362,2025-04-11,2025-04-12
363,3439,BCH20250412363,2025-04-11,2025-04-12
364,1892,BCH20250412364,2025-04-11,2025-04-12
365,759,BCH20250412365,2025-04-11,2025-04-12
366,4942,BCH20250412366,2025-04-11,2025-04-12
367,2551,BCH20250412367,2025-04-11,2025-04-12
368,4197,BCH20250412368,2025-04-11,2025-04-12
369,1661,BCH20250412369,2025-04-11,2025-04-12
370,994,BCH20250412370,2025-04-11,2025-04-12
371,3135,BCH20250412371,2025-04-11,2025-04-12
372,2762,BCH20250412372,2025-04-11,2025-04-12
373,3910,BCH20250412373,2025-04-11,2025-04-12
374,223,BCH20250412374,2025-04-11,2025-04-12
375,285,BCH20250412375,2025-04-11,2025-04-12
376,4330,BCH20250412376,2025-04-11,2025-04-12
377,3627,BCH20250412377,2025-04-11,2025-04-12
378,1964,BCH20250412378,2025-04-11,2025-04-12
379,2729,BCH20250412379,2025-04-11,2025-04-12
380,4269,BCH20250412380,2025-04-11,2025-04-12
381,3770,BCH20250412381,2025-04-11,2025-04-12
382,2245,BCH20250412382,2025-04-11,2025-04-12
383,1687,BCH20250412383,2025-04-11,2025-04-12
384,3736,BCH20250412384,2025-04-11,2025-04-12
385,3765,BCH20250412385,2025-04-11,2025-04-12
386,3128,BCH20250412386,2025-04-11,2025-04-12
387,1698,BCH20250412387,2025-04-11,2025-04-12
388,3378,BCH20250412388,2025-04-11,2025-04-12
389,1335,BCH20250412389,2025-04-11,2025-04-12
390,2486,BCH20250412390,2025-04-11,2025-04-12
391,378,BCH20250412391,2025-04-11,2025-04-12
392,2627,BCH20250412392,2025-04-11,2025-04-12
393,3240,BCH20250412393,2025-04-11,2025-04-12
394,3,BCH20250412394,2025-04-11,2025-04-12
395,96,BCH20250412395,2025-04-11,2025-04-12
396,75,BCH20250412396,2025-04-11,2025-04-12
397,1061,BCH20250412397,2025-04-11,2025-04-12
398,1130,BCH20250412398,2025-04-11,2025-04-12
399,4189,BCH20250412399,2025-04-11,2025-04-12
400,3545,BCH20250412400,2025-04-11,2025-04-12
401,2606,BCH20250412401,2025-04-11,2025-04-12
402,866,BCH20250412402,2025-04-11,2025-04-12
403,2085,BCH20250412403,2025-04-11,2025-04-12
404,1164,BCH20250412404,2025-04-11,2025-04-12
405,1250,BCH20250412405,2025-04-11,2025-04-12
406,4771,BCH20250412406,2025-04-11,2025-04-12
407,3517,BCH20250412407,2025-04-11,2025-04-12
408,2755,BCH20250412408,2025-04-11,2025-04-12
409,4362,BCH20250412409,2025-04-11,2025-04-12
410,3231,BCH20250412410,2025-04-11,2025-04-12
411,3702,BCH20250412411,2025-04-11,2025-04-12
412,4611,BCH20250412412,2025-04-11,2025-04-12
413,1960,BCH20250412413,2025-04-11,2025-04-12
414,1060,BCH20250412414,2025-04-11,2025-04-12
415,1476,BCH20250412415,2025-04-11,2025-04-12
416,2195,BCH20250412416,2025-04-11,2025-04-12
417,578,BCH20250412417,2025-04-11,2025-04-12
418,1146,BCH20250412418,2025-04-11,2025-04-12
419,3174,BCH20250412419,2025-04-11,2025-04-12
420,370,BCH20250412420,2025-04-11,2025-04-12
421,216,BCH20250412421,2025-04-11,2025-04-12
422,2127,BCH20250412422,2025-04-11,2025-04-12
423,869,BCH20250412423,2025-04-11,2025-04-12
424,1144,BCH20250412424,2025-04-11,2025-04-12
425,3821,BCH20250412425,2025-04-11,2025-04-12
426,1819,BCH20250412426,2025-04-11,2025-04-12
427,614,BCH20250412427,2025-04-11,2025-04-12
428,3692,BCH20250412428,2025-04-11,2025-04-12
429,4667,BCH20250412429,2025-04-11,2025-04-12
430,172,BCH20250412430,2025-04-11,2025-04-12
431,481,BCH20250412431,2025-04-11,2025-04-12
432,152,BCH20250412432,2025-04-11,2025-04-12
433,3104,BCH20250412433,2025-04-11,2025-04-12
434,281,BCH20250412434,2025-04-11,2025-04-12
435,1302,BCH20250412435,2025-04-11,2025-04-12
436,1468,BCH20250412436,2025-04-11,2025-04-12
437,960,BCH20250412437,2025-04-11,2025-04-12
438,2901,BCH20250412438,2025-04-11,2025-04-12
439,1531,BCH20250412439,2025-04-11,2025-04-12
440,147,BCH20250412440,2025-04-11,2025-04-12
441,1950,BCH20250412441,2025-04-11,2025-04-12
442,3824,BCH20250412442,2025-04-11,2025-04-12
443,654,BCH20250412443,2025-04-11,2025-04-12
444,1520,BCH20250412444,2025-04-11,2025-04-12
445,4329,BCH20250412445,2025-04-11,2025-04-12
446,2385,BCH20250412446,2025-04-11,2025-04-12
447,4450,BCH20250412447,2025-04-11,2025-04-12
448,2257,BCH20250412448,2025-04-11,2025-04-12
449,2110,BCH20250412449,2025-04-11,2025-04-12
450,3504,BCH20250412450,2025-04-11,2025-04-12
451,871,BCH20250412451,2025-04-11,2025-04-12
452,1686,BCH20250412452,2025-04-11,2025-04-12
453,4949,BCH20250412453,2025-04-11,2025-04-12
454,474,BCH20250412454,2025-04-11,2025-04-12
455,1167,BCH20250412455,2025-04-11,2025-04-12
456,108,BCH20250412456,2025-04-11,2025-04-12
457,2362,BCH20250412457,2025-04-11,2025-04-12
458,3875,BCH20250412458,2025-04-11,2025-04-12
459,20,BCH20250412459,2025-04-11,2025-04-12
460,175,BCH20250412460,2025-04-11,2025-04-12
461,4251,BCH20250412461,2025-04-11,2025-04-12
462,1137,BCH20250412462,2025-04-11,2025-04-12
463,2096,BCH20250412463,2025-04-11,2025-04-12
464,3194,BCH20250412464,2025-04-11,2025-04-12
465,3762,BCH20250412465,2025-04-11,2025-04-12
466,2334,BCH20250412466,2025-04-11,2025-04-12
467,4041,BCH20250412467,2025-04-11,2025-04-12
468,3612,BCH20250412468,2025-04-11,2025-04-12
469,4499,BCH20250412469,2025-04-11,2025-04-12
470,4816,BCH20250412470,2025-04-11,2025-04-12
471,702,BCH20250412471,2025-04-11,2025-04-12
472,3264,BCH20250412472,2025-04-11,2025-04-12
473,4329,BCH20250412473,2025-04-11,2025-04-12
474,4971,BCH20250412474,2025-04-11,2025-04-12
475,3434,BCH20250412475,2025-04-11,2025-04-12
476,3858,BCH20250412476,2025-04-11,2025-04-12
477,4989,BCH20250412477,2025-04-11,2025-04-12
478,4290,BCH20250412478,2025-04-11,2025-04-12
479,3567,BCH20250412479,2025-04-11,2025-04-12
480,1311,BCH20250412480,2025-04-11,2025-04-12
481,3489,BCH20250412481,2025-04-11,2025-04-12
482,1534,BCH20250412482,2025-04-11,2025-04-12
483,2319,BCH20250412483,2025-04-11,2025-04-12
484,494,BCH20250412484,2025-04-11,2025-04-12
485,2021,BCH20250412485,2025-04-11,2025-04-12
486,948,BCH20250412486,2025-04-11,2025-04-12
487,3331,BCH20250412487,2025-04-11,2025-04-12
488,2478,BCH20250412488,2025-04-11,2025-04-12
489,17,BCH20250412489,2025-04-11,2025-04-12
490,4874,BCH20250412490,2025-04-11,2025-04-12
491,1275,BCH20250412491,2025-04-11,2025-04-12
492,3560,BCH20250412492,2025-04-11,2025-04-12
493,2287,BCH20250412493,2025-04-11,2025-04-12
494,2734,BCH20250412494,2025-04-11,2025-04-12
495,4257,BCH20250412495,2025-04-11,2025-04-12
496,1046,BCH20250412496,2025-04-11,2025-04-12
497,3841,BCH20250412497,2025-04-11,2025-04-12
498,3824,BCH20250412498,2025-04-11,2025-04-12
499,1835,BCH20250412499,2025-04-11,2025-04-12
500,1416,BCH20250412500,2025-04-11,2025-04-12
501,4904,BCH20250412501,2025-04-11,2025-04-12
502,2030,BCH20250412502,2025-04-11,2025-04-12
503,1295,BCH20250412503,2025-04-11,2025-04-12
504,2199,BCH20250412504,2025-04-11,2025-04-12
505,534,BCH20250412505,2025-04-11,2025-04-12
506,2624,BCH20250412506,2025-04-11,2025-04-12
507,3340,BCH20250412507,2025-04-11,2025-04-12
508,3246,BCH20250412508,2025-04-11,2025-04-12
509,3443,BCH20250412509,2025-04-11,2025-04-12
510,4002,BCH20250412510,2025-04-11,2025-04-12
511,2106,BCH20250412511,2025-04-11,2025-04-12
512,651,BCH20250412512,2025-04-11,2025-04-12
513,3057,BCH20250412513,2025-04-11,2025-04-12
514,3754,BCH20250412514,2025-04-11,2025-04-12
515,660,BCH20250412515,2025-04-11,2025-04-12
516,2482,BCH20250412516,2025-04-11,2025-04-12
517,4780,BCH20250412517,2025-04-11,2025-04-12
518,2606,BCH20250412518,2025-04-11,2025-04-12
519,3981,BCH20250412519,2025-04-11,2025-04-12
520,2035,BCH20250412520,2025-04-11,2025-04-12
